ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
127,411769001981,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC JUAN RAMON JIMENEZ,Privado,A,48,48,186,342,27,9.206.635.475,7.919.941.902,7.833.334.446,417.5,408,403.5,78.55,83.20,92.68,84.81
128,425377000529,LA CALERA,CUNDINAMARCA,COLEGIO TILATA                                                  ,Privado,B,35,35,94,352,33,8.235.847.473,7.980.570.316,8.580.389.023,411,401,441,80.25,82.66,91.43,84.78
129,311848002271,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DE LA SALLE,Privado,A,117,116,279,334,30,9.059.197.426,8.085.262.299,8.006.009.102,419,402,421,78.80,83.83,91.69,84.77
130,311769001846,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SAN TARSICIO                                                                                    ,Privado,B,25,25,51,360,27,8.457.050.323,8.178.427.696,7.847.043.991,429.5,405.5,397.5,79.63,81.61,93.02,84.75
131,311001102384,BOGOTÁ D.C.,BOGOTÁ D.C.,COL GRAN BRETAÑA                                                                                    ,Privado,B,33,31,280,334,30,805.890.274,8.277.882.576,8.186.671.257,464,422,402,81.10,81.74,91.26,84.70
132,311001007080,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ANTONIO NARIÑO H.H. CORAZONISTAS,Privado,A,49,48,52,359,19,8.819.109.917,7.929.682.732,7.844.947.815,429,376,379,77.15,81.98,94.87,84.67
133,313001008429,CARTAGENA DE INDIAS,BOLIVAR,CENT. DE ENSE?ANZA PRECOZ  NUEVO MUNDO,Privado,A,5,5,26,369,52,918.493.557,0,0,411,386,321.5,74.38,91.85,87.65,84.62
134,425175032399,CHÍA,CUNDINAMARCA,GIMN CAMPESTRE OXFORD                                       ,Privado,A,3,3,343,329,10,0,0,0,420,351.5,342.5,72.15,0.00,97.05,84.60
135,305266000036,ENVIGADO,ANTIOQUIA,COLOMBO BRITANICO,Privado,A,133,131,143,346,34,911.498.642,7.975.525.856,7.968.289.375,431.5,411.5,398,79.35,83.53,90.92,84.60
136,376001001221,CALI,VALLE,COL BOLIVAR,Privado,B,88,87,203,341,35,8.476.894.379,7.930.598.259,8.241.020.203,414,426.5,439.5,81.05,82.16,90.59,84.60
137,313001005748,CARTAGENA DE INDIAS,BOLIVAR,GIMNASIO ALTAIR DE CARTAGENA,Privado,A,33,33,78,355,30,9.150.074.959,8.104.323.387,7.980.413.914,420.5,385.5,388,77.45,84.12,92.21,84.59
138,311001075361,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PSICOPEDAG AMERICANO DEL SUR,Privado,A,10,8,1972,279,28,0,8.440.950.394,0,352,500,475,80.30,84.41,89.06,84.59
139,305001006784,MEDELLÍN,ANTIOQUIA,COL DE LA COMPANIA DE MARIA,Privado,A,108,108,179,343,34,9.249.624.252,8.069.642.067,7.818.498.611,434.5,393,407.5,78.90,83.79,90.98,84.56
140,305001004498,MEDELLÍN,ANTIOQUIA,COL SAN IGNACIO DE LOYOLA,Privado,A,148,148,167,344,34,9.266.042.709,8.042.284.012,784.219.408,425.5,397.5,408,78.75,83.84,91.01,84.53
141,305001004668,MEDELLÍN,ANTIOQUIA,COL GIMN LOS PINARES,Privado,B,30,30,224,339,40,9.178.442.001,8.231.658.936,7.917.153.835,449,420.5,385.5,79.70,84.42,89.45,84.52
142,311769000823,BOGOTÁ D.C.,BOGOTÁ D.C.,COL HISPANOAMERICANO CONDE ANSUREZ,Privado,A,58,57,311,332,26,9.128.675.461,7.884.970.665,7.959.825.039,421.5,405,394.5,77.65,83.24,92.61,84.50
143,311001089540,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN NUEVO MODELIA,Privado,A,44,43,251,336,28,907.676.506,8.246.954.918,7.855.655.193,415.5,399.5,397,77.40,83.93,92.13,84.49
144,320001003571,VALLEDUPAR,CESAR,COL. SANTA FE,Privado,A,98,98,257,336,40,8.407.974.243,7.925.137.043,8.107.006.073,451,449,415.5,82.58,81.47,89.36,84.47
145,311848001118,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN LOS ANDES,Privado,A,125,125,188,342,29,9.157.503.128,8.061.684.608,7.902.765.274,429.5,401,375.5,77.40,83.74,92.18,84.44
146,350001001648,VILLAVICENCIO,META,COLEGIO DON BOSCO LTDA.,Privado,A,28,28,174,343,24,9.129.606.247,8.436.330.795,7.940.119.743,417.5,363.5,371.5,74.78,85.02,93.46,84.42
147,373268000861,ESPINAL,TOLIMA,COL  SANTA MARGARITA MARIA,Privado,A,1,1,899,304,0,0,0,0,0,360.5,368,68.83,0.00,100.00,84.42
148,385001003789,YOPAL,CASANARE,LICEO MODERNO CELESTIN FREINET CASANARE,Privado,A,13,13,150,345,26,9.091.944.695,820.939.827,7.913.135.052,400.5,373,405,76.18,84.05,92.99,84.41
149,319001003280,POPAYÁN,CAUCA,COL CAMPESTRE AMERICANO,Privado,B,5,5,361,328,14,7.977.798.462,0,8.281.522.751,406,411,374.5,75.98,81.30,95.91,84.39
150,305001005036,MEDELLÍN,ANTIOQUIA,COL SAN JOSE DE LAS VEGAS,Privado,A,88,88,140,346,33,8.125.654.221,8.176.670.074,8.306.049.347,429.5,405,416,79.83,82.03,91.29,84.38
151,311001089795,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC EL ENCUENTRO,Privado,A,18,18,132,346,26,8.121.687.889,8.001.537.323,8.086.754.799,411,424,407,79.40,80.70,93.01,84.37
152,313836000763,TURBACO,BOLIVAR,COLEGIO LA NUEVA ESPERANZA,Privado,A,43,43,108,350,34,9.187.903.404,8.047.851.563,8.679.100.037,409.5,373,378,75.53,86.38,91.15,84.35
153,311001093393,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN CAMPESTRE BETH-SHALOM (ANTIGUO EL REDIL),Privado,A,44,44,278,334,29,8.966.631.889,7.799.735.069,7.776.380.539,433,419.5,397.5,79.20,81.81,92.01,84.34
154,368001005771,FLORIDABLANCA,SANTANDER,GIMN SAN DIEGO,Privado,A,21,21,123,348,36,8.092.721.939,8.080.259.323,8.443.541.527,423,411.5,423.5,80.30,82.06,90.63,84.33
155,311001010781,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CALASANZ,Privado,A,81,81,163,344,30,8.292.874.336,820.203.495,8.220.647.812,423.5,400,401.5,78.45,82.39,91.98,84.27
156,315238001430,DUITAMA,BOYACA,COLEGIO CAMPESTRE SAN DIEGO,Privado,A,41,41,113,349,29,8.173.981.667,8.058.265.686,8.025.504.112,431,410.5,401.5,79.60,80.86,92.33,84.26
157,311001100993,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ARCA INTERNACIONAL BILINGÜE,Privado,B,10,10,273,334,17,8.226.083.755,8.278.846.741,7.434.806.347,424,406.5,391,77.78,79.80,95.16,84.24
158,308001074703,BARRANQUILLA,ATLANTICO,I.E. MARIA INMACULADA,Privado,A,1,1,1907,280,0,0,0,0,347,346,396.5,68.48,0.00,100.00,84.24
159,313001013651,CARTAGENA DE INDIAS,BOLIVAR,COLEGIO INTEGRAL DEL NORTE,Privado,A,15,15,556,317,20,8.050.442.696,7.775.149.345,8.593.441.963,413,422,392.5,77.23,81.40,94.07,84.23
160,354001000400,CÚCUTA,NORTE DE SANTANDER,COL EL CARMEN TERESIANO,Privado,A,36,36,95,352,34,9.288.619.995,7.993.419.647,7.909.022.331,430.5,383.5,381.5,77.38,83.97,91.19,84.18
161,311769002214,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN BENITO DE TIBATI,Privado,A,50,49,226,338,27,8.907.123.566,7.773.983.479,0,428.5,0,0,76.65,83.41,92.45,84.17
162,305001003688,ENVIGADO,ANTIOQUIA,COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL,Privado,B,117,117,315,332,35,8.356.115.341,7.955.061.913,8.146.323.204,422.5,417.5,437,80.45,81.53,90.46,84.15
163,305001019681,ENVIGADO,ANTIOQUIA,CORPORACION COLEGIO CUMBRES,Privado,B,47,46,202,341,35,8.332.093.239,8.076.993.942,7.877.912.521,441.5,422,414,80.93,80.96,90.49,84.13
164,376001030302,CALI,VALLE,COLEGIO ANGLO AMERICANO,Privado,B,7,7,344,329,24,8.078.227.997,0,8.579.667.091,426.5,373,389,75.88,83.29,93.20,84.12
165,305001012601,SABANETA,ANTIOQUIA,COLEGIO JOSE MARIA BERRIO,Privado,A,15,15,320,331,24,9.195.861.816,7.850.803.852,7.918.992.043,430.5,376,380.5,75.90,83.22,93.24,84.12
166,425175032488,CHÍA,CUNDINAMARCA,GIMNASIO OXFORD SCHOOL,Privado,A,10,10,363,328,31,7.927.583.218,768.005.085,9.025.813.103,410,404.5,434.5,78.85,82.11,91.36,84.11
167,405615001180,RIONEGRO,ANTIOQUIA,COLEGIO CAMPESTRE HORIZONTES,Privado,A,31,31,348,329,31,80.955.019,8.090.147.018,7.901.743.412,427.5,434.5,421,80.60,80.29,91.39,84.09
168,376001000829,CALI,VALLE,LICEO BENALCAZAR,Privado,B,36,35,114,349,29,8.307.915.688,8.334.719.658,8.111.623.764,400.5,411.5,392,77.65,82.51,92.11,84.09
169,325175032467,CHÍA,CUNDINAMARCA,LICEO INFANTIL LUNITA DE CHIA,Privado,A,17,17,959,302,28,7.763.515.472,8.040.065.765,8.941.070.557,413,416,434.5,78.28,82.48,91.52,84.09
170,419824000990,TOTORÓ,CAUCA,I.E.T. AGROAMBIENTAL GRANA ESCUELA AMALAKA,Privado,A,1,1,1380,291,0,0,0,0,327.5,337,407,68.13,0.00,100.00,84.06
171,320001002753,VALLEDUPAR,CESAR,COL. FUND.   BILING . DE VALLEDUPAR,Privado,B,45,45,120,348,32,8.121.236.801,8.165.281.296,8.341.369.629,411,400,410.5,78.48,82.09,91.58,84.05
172,111001020401,BOGOTÁ D.C.,BOGOTÁ D.C.,INSTITUTO TÉCNICO CENTRAL,Oficial,A,140,140,220,339,27,9.146.112.442,7.926.656.246,0,402.5,0,0,74.15,85.36,92.62,84.05
173,320001003661,VALLEDUPAR,CESAR,COL. GIMNASIO DEL NORTE,Privado,A,108,108,527,319,40,8.481.705.666,8.500.311.852,9.233.409.882,403,385.5,409.5,75.85,87.38,88.86,84.03
174,408573012835,PUERTO COLOMBIA,ATLANTICO,COLEGIO KARL C PARRISH,Privado,B,57,55,200,341,33,8.288.529.396,8.199.216.843,8.193.962.097,416.5,397,424,78.93,82.27,90.87,84.02
175,425769060643,SUBACHOQUE,CUNDINAMARCA,LICEO CAMPESTRE THOMAS DE IRIARTE,Privado,A,51,51,171,344,38,9.194.931.984,8.166.324.615,7.882.503.986,414.5,398,400.5,77.85,84.15,90.05,84.02
176,311001107513,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO VICTORIA,Privado,B,31,31,228,338,31,8.216.552.734,7.923.046.589,8.258.764.267,402.5,423.5,415,78.95,81.33,91.60,83.96
177,368001000796,BUCARAMANGA,SANTANDER,COL DEL SAGRADO CORAZON DE JESUS,Privado,A,34,34,178,343,32,8.260.490.417,8.086.978.912,7.987.118.721,436.5,412.5,393,79.25,81.12,91.47,83.94
178,425377076711,LA CALERA,CUNDINAMARCA,COLEGIO EKIRAYA EDUCACION MONTESSORI,Privado,B,7,6,285,334,33,0,0,8.167.031.288,416.5,445,413,80.43,81.67,89.72,83.94
179,376001000276,CALI,VALLE,COL BERCHMANS,Privado,B,127,127,67,357,29,8.325.998.306,8.023.514.748,814.614.296,421,386.5,385.5,77.50,81.65,92.49,83.88
180,311001003084,BOGOTÁ D.C.,BOGOTÁ D.C.,FUND COL MAYOR DE SAN BARTOLOME,Privado,A,126,126,207,340,26,9.131.817.818,7.942.337.036,777.281.189,400,398,380,75.90,82.82,92.90,83.87
181,311001100985,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO BILINGUE RICHMOND,Privado,B,56,56,110,350,35,8.149.629.593,8.020.715.714,8.818.779.945,417.5,389.5,390.5,77.38,83.30,90.91,83.86
182,368276000478,FLORIDABLANCA,SANTANDER,COL PANAMERICANO,Privado,B,37,37,79,355,31,8.324.558.258,8.019.553.185,8.233.752.251,394.5,413.5,389.5,77.63,81.93,91.97,83.84
183,354001000540,CÚCUTA,NORTE DE SANTANDER,COL SANTO ANGEL DE LA GUARDA,Privado,A,43,43,90,353,28,9.228.003.502,8.069.734.573,7.712.409.019,411.5,375,370,75.48,83.37,92.65,83.83
184,466001005641,PEREIRA,RISARALDA,LIC CAMPESTRE DE PEREIRA,Privado,B,7,7,69,356,20,0,7.866.887.569,7.759.244.442,449,389.5,379,78.68,78.13,94.68,83.83
185,152001000793,PASTO,NARIÑO,LIC INTEGD DE BTO UNIVERSIDAD DE NARIÑO,Oficial,A,84,83,115,349,31,9.388.353.348,813.522.625,7.619.476.318,430,370,368,75.85,83.81,91.74,83.80
186,311001029474,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA ALIANZA INTEGRAL,Privado,A,47,47,164,344,31,9.176.566.124,7.957.855.225,8.326.658.249,416.5,379,356,74.78,84.87,91.73,83.79
187,311001033633,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC Y CULT ESPAÑOL REYES CATOLICOS,Privado,B,60,53,216,340,36,812.760.067,8.388.347.626,8.223.507.881,441,410.5,399.5,79.55,82.46,89.31,83.77
188,376001002121,CALI,VALLE,COLEGIO BENNETT,Privado,B,42,42,287,334,35,8.183.773.041,8.126.110.077,810.449.791,427.5,409.5,414.5,79.28,81.38,90.51,83.72
189,313001006485,CARTAGENA DE INDIAS,BOLIVAR,CORPORACION EDUCATIVA COLEGIO ALTER ALTERIS,Privado,A,33,33,190,342,32,866.597.271,7.963.162.899,8.161.045.074,428,387,384.5,77.08,82.63,91.44,83.72
190,350001004272,VILLAVICENCIO,META,GIMNASIO DOMINGO SAVIO,Privado,A,16,15,312,332,26,0,8.476.054.192,8.462.464.333,375.5,383.5,391,74.10,84.69,92.28,83.69
191,311848000324,BOGOTÁ D.C.,BOGOTÁ D.C.,COL COLOMBO GALES                                                                                   ,Privado,B,41,41,144,346,34,8.149.133.682,8.189.209.938,8.349.262.238,413,392.5,403,77.73,82.29,91.05,83.69
192,311769000513,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ALFONSO JARAMILLO,Privado,A,19,18,335,330,32,9.052.349.091,8.571.135.521,0,389.5,343.5,381.5,72.23,88.12,90.69,83.68
193,311769000483,BOGOTÁ D.C.,BOGOTÁ D.C.,COL EMMANUEL D ALZON,Privado,A,72,72,195,341,28,797.124.815,8.021.621.704,7.888.462.543,426.5,402,409,78.93,79.60,92.41,83.65
194,405440000789,MARINILLA,ANTIOQUIA,COLEGIO SEMINARIO CORAZONISTA,Privado,A,32,32,73,356,31,9.252.819.061,8.128.527.641,7.652.533.531,417,380,355.5,75.43,83.45,91.99,83.62
195,305001004633,MEDELLÍN,ANTIOQUIA,INST JORGE ROBLEDO,Privado,A,61,61,147,346,37,9.171.218.872,8.073.490.143,7.899.426.937,422.5,380,384.5,76.65,83.81,90.34,83.60
196,308001101153,PUERTO COLOMBIA,ATLANTICO,COLEGIO BRITANICO INTERNACIONAL,Privado,B,42,42,165,344,32,8.241.571.426,7.765.169.621,7.944.072.723,395,426.5,422,79.38,79.84,91.49,83.57
197,425214000203,COTA,CUNDINAMARCA,NUEVO GIMNASIO CRISTIANO,Privado,B,39,39,362,328,26,8.011.507.034,7.709.949.493,8.351.387.024,407.5,407.5,412.5,77.78,80.24,92.66,83.56
198,311848002823,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN DEL NORTE,Privado,B,51,51,217,340,37,7.929.189.682,8.332.931.519,8.144.378.662,414,405.5,421.5,79.05,81.35,90.19,83.53
199,305001006831,MEDELLÍN,ANTIOQUIA,INST MUSICAL DIEGO ECHAVARRIA,Privado,A,9,9,412,326,48,9.071.022.034,0,0,384.5,368.5,373.5,72.63,90.71,87.17,83.50
200,347001051105,SANTA MARTA,MAGDALENA,COLEGIO BURECHE,Privado,B,43,41,169,344,35,8.049.168.587,815.290.451,807.789.135,408.5,418,413.5,79.20,80.93,90.34,83.49
201,308001078261,BARRANQUILLA,ATLANTICO,CENTRO EDUCATIVO BOSTON INTERNACIONAL,Privado,A,26,24,35,365,29,8.156.340.599,8.129.055.023,7.735.170.841,428,392,381.5,78.33,80.07,92.07,83.49
202,376834004291,TULUÁ,VALLE,COLEGIO BILINGUE HISPANO AMERICANO,Privado,A,20,20,156,345,34,934.232.235,8.367.791.176,7.868.721.008,407.5,379.5,351.5,74.18,85.26,91.03,83.49
203,313001007058,CARTAGENA DE INDIAS,BOLIVAR,CENTRO DE EDUCACION EL RECREO,Privado,A,30,29,48,360,22,8.982.853.889,7.656.598.568,7.715.360.641,401,374.5,369,75.23,81.18,94.05,83.49
204,308758078005,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA MARIA MONTESSORI,Privado,A,29,29,511,319,34,8.358.222.961,8.023.241.997,7.869.670.868,424,426.5,415.5,79.25,80.84,90.37,83.49
205,313836001085,TURBACO,BOLIVAR,CORPORACION EDUCATIVA LA CONCEPCION,Privado,A,37,37,96,352,43,9.166.801.453,7.976.940.632,7.790.442.944,436.5,388,387.5,78.20,83.11,89.11,83.48
206,381001002281,ARAUCA,ARAUCA,COLEGIO LA ENSEÑANZA,Privado,A,7,7,491,320,33,9.113.565.445,8.091.458.321,0,414.5,369,371,73.73,86.03,90.65,83.47
207,425799000602,TENJO,CUNDINAMARCA,COLEGIO BILINGUE LERNER & KLEIN,Privado,A,9,9,211,340,29,9.227.478.981,7.892.601.967,7.353.218.079,421.5,394,377.5,76.65,81.58,92.14,83.46
208,111848002107,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DEL EJERCITO PATRIA SECTOR NORTE B (LIC COLOMBIA)                                               ,Oficial,A,34,34,268,335,32,9.128.211.021,8.028.108.597,7.777.228.355,417.5,388.5,378,75.95,83.11,91.28,83.45
209,376001001639,CALI,VALLE,LICEO FRANCES PAUL VALERY,Privado,B,71,71,241,337,34,8.333.023.071,8.060.580.254,8.227.144.241,0,415,407.5,77.30,82.07,90.84,83.40
210,311001038201,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DE LA UNIVERSIDAD CATOLICA,Privado,A,38,38,267,335,31,9.136.580.467,7.959.062.576,7.812.093.735,415,389.5,372.5,75.60,83.03,91.53,83.39
211,317380000702,LA DORADA,CALDAS,COLEGIO SAN FRANCISCO DE ASIS,Privado,A,2,1,5668,243,0,0,0,0,353.5,0,405,66.77,0.00,100.00,83.38
212,341001004583,NEIVA,HUILA,ASPAEN GIMNASIO YUMANA,Privado,A,23,22,183,343,40,918.447.113,790.519.619,784.485.054,428.5,393,394,77.93,83.12,89.10,83.38
213,311001000590,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC CATOLICO CAMPESTRE,Privado,A,18,18,560,317,25,8.280.948.639,7.927.160.263,0,404,416.5,390,76.38,81.04,92.69,83.37
214,308573074909,PUERTO COLOMBIA,ATLANTICO,COLEGIO SAN JOSÉ,Privado,B,81,79,284,334,33,8.070.723.534,7.907.654.285,8.188.680.649,414,412,414.5,78.73,80.56,90.79,83.36
215,368276000028,FLORIDABLANCA,SANTANDER,COL. NUESTRA SEÑORA DEL ROSARIO,Privado,A,67,67,136,346,29,9.144.144.058,8.087.122.917,7.742.986.202,403.5,367,374,74.53,83.25,92.27,83.35
216,311848000367,BOGOTÁ D.C.,BOGOTÁ D.C.,LICEO DE COLOMBIA BILINGÜE,Privado,A,36,35,162,344,28,8.121.934.891,8.071.819.305,8.009.338.379,417.5,399.5,380.5,77.08,80.68,92.26,83.34
217,366001006686,PEREIRA,RISARALDA,LIC TALLER SAN MIGUEL,Privado,B,39,39,230,338,33,8.172.614.098,8.341.594.696,8.138.531.685,400,386,410,76.70,82.18,91.11,83.33
218,376892000042,YUMBO,VALLE,COL JEFFERSON,Privado,B,62,62,210,340,28,8.259.120.941,7.910.709.381,7.967.207.909,399.5,403,400,77.13,80.46,92.39,83.32
219,368081000023,BARRANCABERMEJA,SANTANDER,INST ANTONIO NARIÑO,Privado,A,66,65,104,351,35,9.155.261.993,8.049.886.703,6.903.584.003,411,402.5,409.5,78.70,80.36,90.80,83.29
220,323162000474,CERETÉ,CORDOBA,COL DIOCESANO PABLO VI,Privado,A,67,67,1098,298,35,7.590.334.892,8.368.388.176,888.325.119,427,410,414,77.45,82.81,89.49,83.25
221,354001005967,CÚCUTA,NORTE DE SANTANDER,COL ROOSEVELTH (ANTIGUO LIC ABEJA MAYA),Privado,A,13,12,345,329,29,7.860.862.732,7.920.753.479,0,410,440,411.5,79.53,78.91,91.28,83.24
222,311279000281,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SANTA ANA,Privado,A,107,107,301,333,31,9.068.223.953,7.933.368.206,7.792.074.203,402.5,395.5,380.5,75.58,82.65,91.48,83.23
223,311001007403,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CEMODEN,Privado,A,24,24,657,313,36,7.797.163.963,7.911.500.931,89.211.483,428.5,385.5,430.5,77.88,82.10,89.68,83.22
224,368307001842,GIRÓN,SANTANDER,INSTITUCION EDUCATIVA GIMNASIO PIAGETANO,Privado,A,21,21,308,332,23,8.344.789.505,8.047.779.083,7.976.769.924,403.5,386.5,375.5,74.88,81.23,93.52,83.21
225,311769000769,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA YORK E.U.,Privado,A,79,79,227,338,31,9.101.941.109,7.919.987.679,7.684.971.809,398,393.5,381,75.53,82.36,91.60,83.16
226,341001005776,RIVERA,HUILA,COLOMBUS AMERICAN SCHOOL,Privado,A,33,32,103,351,33,9.175.636.292,8.420.251.846,7.225.499.153,428.5,376,355.5,75.55,82.74,91.15,83.14
227,311001087555,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PSICOPEDAG EL FUTURO DE VILLA DEL RIO,Privado,A,36,36,627,314,29,7.942.695.141,7.951.292.038,8.117.135.048,398.5,419.5,424.5,77.83,80.04,91.55,83.14
228,311001019941,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA GRANADA                                                                                   ,Privado,B,112,96,142,346,33,8.338.370.323,7.974.170.208,7.825.983.524,420.5,401,409.5,78.85,80.46,90.05,83.12
229,317001003961,MANIZALES,CALDAS,COL. SAN MIGUEL - HORMIGUITA,Privado,A,12,11,463,322,31,8.967.103.958,0,0,360.5,360,341.5,69.20,89.67,90.49,83.12
230,468547002034,PIEDECUESTA,SANTANDER,COLEGIO ARTISTICO MUSICAL PENTAGRAMA,Privado,A,1,1,32,365,0,8.603.742.599,0,0,343.5,0,241,63.30,86.04,100.00,83.11
231,368081002361,BARRANCABERMEJA,SANTANDER,LIC BILINGÜE RODOLFO R. LLINAS,Privado,A,12,12,365,328,32,8.244.915.009,803.915.596,0,416,389,403,76.80,81.42,91.11,83.11
232,305380019545,LA ESTRELLA,ANTIOQUIA,COLEGIO ANTONINO,Privado,A,16,16,302,333,31,8.370.752.335,8.282.543.182,6.985.780.716,419,436.5,392,79.03,78.80,91.48,83.10
233,311001003891,BOGOTÁ D.C.,BOGOTÁ D.C.,INST SAN PABLO APOSTOL,Privado,A,44,44,146,346,36,9.106.230.736,7.926.887.512,0,389,0,0,73.50,85.17,90.58,83.08
234,376001016334,CALI,VALLE,COLEGIO INGLES DE LOS ANDES,Privado,B,20,20,166,344,33,8.011.550.903,8.032.214.165,7.925.519.466,445.5,405,367,78.08,79.90,91.25,83.07
235,352001000903,PASTO,NARIÑO,COL SAN FRANCISCO JAVIER,Privado,B,83,82,181,343,36,8.095.895.767,8.096.136.093,8.148.706.436,405,399,405.5,77.63,81.14,90.39,83.05
236,376001043617,CALI,VALLE,COLEGIO PHILADELPHIA INTERNACIONAL,Privado,B,22,22,13,375,21,8.304.898.262,6.512.218.475,789.723.444,442.5,392,364.5,78.70,75.71,94.70,83.04
237,308001005299,BARRANQUILLA,ATLANTICO,FUNDACION EDUCATIVA INSTITUTO EXPERIMENTAL DEL ATLANTICO JOSE CELESTINO MUTIS,Privado,A,17,17,70,356,27,9.331.861.496,6.494.136.333,0,414,0,0,77.00,79.13,92.95,83.03
238,368081000031,BARRANCABERMEJA,SANTANDER,COL SAGRADO CORAZON DE JESUS HERMANAS BETHLEMITAS,Privado,A,37,37,231,338,36,9.150.986.671,7.819.372.654,7.813.450.336,426.5,382.5,374.5,76.08,82.61,90.37,83.02
239,363001000182,ARMENIA,QUINDIO,FRANCISCANO SAN LUIS REY,Privado,A,84,84,170,344,37,0,0,0,404.5,368.5,398,75.75,0.00,90.29,83.02
240,311001065420,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC HYPATIA,Privado,A,32,32,232,338,36,7.984.734.535,7.983.738.899,8.271.197.319,415,408.5,396,77.88,80.80,90.37,83.02
241,385001004378,YOPAL,CASANARE,COLEGIO SAN MATEO APOSTOL,Privado,A,4,4,530,319,43,0,0,8.007.004.738,438,434.5,425.5,80.85,80.07,88.12,83.01
242,323466000951,MONTELÍBANO,CORDOBA,FUND EDUC DE MONTELIBANO,Privado,A,73,73,237,338,40,8.371.308.327,8.134.179.115,7.914.121.151,427,397.5,401.5,78.20,81.40,89.42,83.01
243,311001076375,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN SAN JOSE DE BAVARIA,Privado,A,10,10,1661,286,49,0,0,0,437,395.5,494,80.63,0.00,85.37,83.00
244,305001005567,MEDELLÍN,ANTIOQUIA,COL CORAZONISTA,Privado,A,132,132,214,340,33,900.153.923,7.858.092.785,7.777.326.584,408,385,379.5,75.63,82.12,91.15,82.97
245,311001047294,CAJICÁ,CUNDINAMARCA,COL MAYOR DE LOS ANDES,Privado,B,33,33,187,342,28,8.306.056.023,7.825.413.227,7.616.046.906,420.5,391.5,390.5,77.23,79.16,92.43,82.94
246,311001002428,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVO GIMN,Privado,A,24,23,296,333,28,799.430.418,80.252.285,8.436.373.711,407.5,375.5,390,75.30,81.52,91.92,82.91
247,366001000742,PEREIRA,RISARALDA,COL CALASANZ,Privado,A,76,76,137,346,30,9.157.752.037,7.880.367.756,7.772.616.386,411,371,352,74.00,82.70,92.02,82.91
248,405615001341,RIONEGRO,ANTIOQUIA,COLEGIO ANGLO - ESPAÑOL,Privado,A,10,10,925,303,27,7.634.887.695,7.789.002.419,0,380,451.5,460,79.73,77.12,91.82,82.89
249,311001010048,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ALVERNIA,Privado,A,70,70,240,337,31,883.615.303,7.941.049.576,783.536.911,397.5,387,379,75.03,82.04,91.58,82.88
250,311001033439,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC  NSTRA SRA DE TORCOROMA,Privado,A,80,80,260,335,26,8.400.709.152,8.124.689.102,7.788.923.264,408,380.5,372,74.78,81.05,92.80,82.87
251,308001012813,BARRANQUILLA,ATLANTICO,CORPORACION EDUCATIVA COLEGIO ITALIANO GALILEO GALILEI,Privado,B,11,11,410,326,43,7.778.100.491,8.320.920.944,8.625.878.334,398.5,426.5,404.5,77.78,82.42,88.35,82.85
252,311001004706,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DEL SAGRADO CORAZON DE JESUS BETHLEMITAS,Privado,A,79,79,304,333,35,9.097.291.946,8.006.679.535,7.766.873.837,415,367.5,387,75.13,82.90,90.49,82.84
253,311001000263,BOGOTÁ D.C.,BOGOTÁ D.C.,COL GIMN LA SALETTE,Privado,A,26,25,821,308,44,9.045.449.257,8.305.595.398,0,382.5,387,417,74.73,86.76,87.02,82.83
